Title,Aid,View,Danmaku,Reply,Favorite,Coin,Share,Like,Dislike,Pts
【凹凸世界/全员高燃】～燃烧我的生命来救赎这个世界吧,52059078,3848,63,28,328,105,8,341,0,7462
【凹凸世界手书】空中分解【安迷修生贺】,51870003,1722,75,60,363,161,3,371,0,6749
【凹凸世界/雷安/瑞嘉/LOSER/燃】朝着自己期望的目标大喊着前进吧......,52106366,1846,48,36,413,210,15,417,0,6659
睡前短篇小甜文安利1.0撒糖撒糖了啊～,52255763,5534,7,16,137,23,1,98,0,5692
【艺画四周年/粉丝祝福】感谢四年来的陪伴，往后余生，请让我们陪你一起走过！,52045983,5475,66,109,65,125,24,254,0,5242
他会寻着冲天槊的召唤，就像听着远天的战歌，他是世间最伟大的魁拔,52068573,6060,50,53,45,183,4,260,0,5041
【少年歌行 || 无心&忘忧】让酒 || 其实只想再见一面,52116376,3041,25,32,201,120,15,202,0,4893
【葬渊工作组出品】DM广播剧《二货室友有一天说喜欢我》,52162245,2489,16,20,206,6,2,67,0,4729
【天行九歌】“你欠了我一座紫兰轩”“一定还你一座更好的紫兰轩”,52047284,5061,10,43,58,12,6,71,0,4401
【超兽武装】将军令（已崩！别入!）,52115437,4403,5,65,70,37,3,153,0,4365
当凹凸和喜羊羊搭上关系,52110127,3581,27,36,99,24,9,185,0,4035
这个和尚，你可以吗？【无心个人向/少年歌行/惊鸿一面】,52257814,2718,48,19,152,83,13,150,0,3999
【超神学院】【雄兵连】【黑甲】彦神的万千瞬间,52082278,2978,52,25,127,69,10,126,0,3968
【国漫乱入】伍六七:我最终还是让叶修去取经了,52112172,4337,13,24,64,43,5,171,0,3850
【刺客伍六七短析 六】小鸡岛“不吃鸡”之谜！小飞超能力的分析！！,52275872,3974,34,41,51,99,3,210,0,3762
【卫聂】当你握紧我的手《我只能爱你》,52163332,2270,14,29,147,101,15,205,0,3602
【天行九歌】厉害了！紫女流泪后韩非竟然动手了？原来如此！非紫情感线分析（下）,52102137,2389,48,61,108,259,10,339,0,3588
【秦时明月】卫庄强行教小师哥做人：身为一名剑客，应该么的感情！,52065832,5461,18,12,8,0,0,26,0,3573
【Lex】蕾丝都翘首以盼，这部国漫赚钱方式让人羡慕,52188311,4240,6,70,24,40,1,117,0,3524
【魑魅魍魉•羡羡•燃向】再在此恭候夷陵老祖魏无羡,52214515,1963,23,19,164,59,9,137,0,3450
王权霸业的自白,52070234,4353,4,12,39,7,2,67,0,3147
【机变英盟】Runaway,52151677,3466,4,27,63,20,3,72,0,3140
【剑网3】《剑侠人物志》穆玄英预告！正片即将来袭,52169439,2809,13,67,54,59,4,308,0,3110
【雄兵连】【蔷薇】总有人会记得你为守护地球做的努力,52231950,1442,24,105,109,176,8,176,0,3042
【天行沙雕小日常】巧解姻缘天作合，上错花轿才是硬道理(上)（非良/卫聂24k纯糖，今天也要用鲨齿梳个头吗？）,52049511,2280,59,32,122,81,10,198,0,3007
【国漫倾城，美女如画】（二）斗破武动中那些清纯若仙，娇艳似火的仙子们,52176523,2381,28,61,65,18,2,41,0,2939
【天行九歌·纵横超甜】动态对话（特）卫老大独家采访,52255634,2279,70,70,62,67,3,197,0,2761
BM-白夜玫华【凹凸世界】安雷COS婚礼设定剧情动态正片 安迷修生日快乐,52316446,819,23,33,143,86,8,175,0,2659
【少年歌行/无心x萧瑟】让千生千世都知我心，万载千秋也知你心,52235916,1462,8,16,126,58,4,148,0,2657
2019南京艺术学院动画漫画专业毕业设计！,52071174,3041,3,14,58,8,11,165,0,2656
不正经和尚就该配不正经老板！！！无萧锁死，钥匙我吞了,52202491,2658,8,15,56,26,6,127,0,2511
费渡天幕直播名场面,52124894,2722,37,15,57,4,3,48,0,2495
国产动画的奇葩，会升级的“象棋”你玩过没《象棋王》,52098185,2182,44,56,181,62,1,140,0,2488
东方月初 小时候傻乎乎的！【1080p】,52161548,3536,16,17,12,0,2,33,0,2487
【国漫安利】古风神作！经费爆炸！它是国产漫画的又一部传奇！,52141919,2747,3,37,27,20,3,86,0,2473
#凹凸世界帕洛斯#试妆向,52180727,1390,11,28,89,36,0,146,0,2323
【卫聂】山海/山鬼,52121495,1821,22,39,89,58,6,97,0,2307
【配音】《非人哉》还是熟悉的妲己小姐,52271367,3233,0,32,7,9,1,68,0,2129
（洛洛历险记）以公平为基本准则的高傲战士——龙卷风,52124453,2620,2,27,21,26,5,106,0,1932
【剑来】经典语录（一）胸中一点浩然气，天地千里快哉风,52219304,1610,3,33,54,62,6,83,0,1931
《全职高手》第二季荣耀归来，叶神家庭背景大揭秘?兴欣战队成立拿冠军？此生无悔入荣耀（联盟）,52296088,2531,9,36,16,13,2,88,0,1923
【卫练】你是我唯一的年少轻狂，也是我余生漫长,52133404,1964,10,9,54,28,1,88,0,1878
【国漫推荐】死宅漫画家与杀手女仆互换身体 又是萌妹爱上死宅的故事？,52098123,1598,3,15,55,5,2,190,0,1801
【凉薇】傻瓜，要保护好自己，你太容易受伤了,52173697,1981,23,24,35,5,0,54,0,1674
【凹凸官群】2019安迷修生贺[4/5/6/7/8群合作],52242577,943,1,65,69,31,2,113,0,1638
【凉薇/橘里橘气】蔷薇在地球中弹，女王发怒:去他妈的把他给我炸成沫沫！,52210181,1559,7,9,36,26,3,67,0,1382
【中抓·现代】【优声由色】韩露原著《噬骨蝶》全两期（贝拉莫德/番茄炒蛋）,52187723,1037,2,17,74,1,0,29,0,1186
【黑小虎/童年】明明是三个人的电影，可我却始终没姓名/高虐催泪,52351430,523,107,30,53,45,0,67,0,1180
【我最难忘的镜头】神圣凯莎永垂不朽,52168366,1246,0,10,21,6,0,22,0,1134
斗破苍穹：炎韵 东蝶《缘起》,52265870,1168,2,5,38,40,1,55,0,1092
纵再逢 上,52149703,816,18,24,59,34,3,99,0,1079
【魔道祖师|温宁】我的宝贝 余生安好,51947321,834,9,20,38,11,3,72,0,1016
当年的超兽武装有多燃，蓝光画质,52284833,1030,0,11,12,13,1,28,0,924
【国创OP盘点/童年/回忆】十大童年的回忆，那些好看的动漫。,52102779,918,37,15,19,11,1,41,0,895
【前方高燃】国漫高燃战斗画面混剪 第二期,52065802,864,4,15,33,24,0,86,0,885
前方高能！少年歌行爆笑名场面（六），蔡徐坤乱入律师函警告！,52315432,3925,64,13,65,48,6,162,0,868
【帅气的影狐】老外看罗小黑战记第六集,52234452,1171,39,13,2,18,0,81,0,827
【斗罗大陆】第51集唐三造出唐门绝世暗器阎王贴能杀死封号斗罗,52130280,1494,0,2,2,0,1,5,0,818
白 蛇 人,52315990,790,15,15,16,13,3,53,0,804
【刺客伍六七】阿七要带领全员变身铠甲勇士！,52303941,735,9,11,15,6,2,33,0,796
魔道祖师第102章外网评论翻译,52320167,709,1,26,20,26,3,33,0,784
【超兽武装】【风花雪月】超兽风花雪月男子向——风火龙凌。,52344398,871,92,14,20,5,3,38,0,728
【少司命】有一美人兮，见之不忘,52084860,980,6,18,30,30,2,45,0,701
【梅花十三生贺】桃红遍武林,52264148,449,16,34,37,44,6,61,0,693
【凹凸世界/雷安】青に踊る,52290665,341,2,24,66,37,3,93,0,693
[魔道]忘羡同人小剧场乱葬岗修鬼道,52095145,930,3,11,27,5,2,32,0,657
焰灵姬：难道我满足不了你的幻想吗，犹豫可是会白送哦,52107933,962,3,3,18,0,0,12,0,628
【英语高能RAP】你从未看过的家有儿女英文版 !,52164597,489244,1585,936,20093,26570,4118,36701,0,614528
获奖 MV：用 14 块屏幕讲述一段爱情故事,52135685,287297,314,543,14518,4779,1994,16963,0,408703
【吴亦凡】190511 北京演唱会 大碗宽面 首唱 持续更新中,52194553,232779,8188,2139,6543,3556,2356,8644,0,293165
【全网首发】吴亦凡《大碗宽面》现场版,52350271,137001,4229,1602,5839,8116,2304,10797,0,226163
虽患有自闭症，却是个音乐奇才！名气整个日本都没人不知道！,52145835,217928,752,733,3592,1814,165,6905,0,208794
【钢琴】弗利萨大王的《龙珠GT》主题曲《DAN DAN 心魅かれてく》,52076934,168627,3101,2130,3791,12587,534,12084,0,198139
跟因癌症去世了两年的妈妈“合唱”《如果没有你》，祝天下所有母亲都身体健康平平安安，母亲节快乐,52196189,136915,1142,4035,4177,13866,295,13956,0,196484
《起风了》林俊杰现场首唱！沈阳歌迷超级福利！,52179207,206952,843,657,3323,933,971,3078,0,194179
《Flower Dance》超技演奏版—纯音乐界巅峰之作【附谱】,52221652,86910,800,882,8207,12182,561,10786,0,187786
被粉丝逼唱《学猫叫》，周杰伦愣了10秒！这是对他最大的羞辱！,52137163,233420,786,1935,711,459,169,2555,0,182241
【卡罗尔与星期二】Move Mountain（Tuno Arrange）原创编曲,52277754,82960,343,706,7323,10809,1061,9982,0,174991
【吴亦凡】190511 北京演唱会·饭拍（本尊唱跳《大碗宽面》啦！注入灵魂笑场了！,52166714,89802,9537,1132,4463,2571,876,5266,0,152000
【BLACKPINK】让YG后悔不收中国练习生的懵逼宝翻唱？！四种声线一人成团！Don't Know What To Do COVER,52239890,128178,317,360,3031,2753,151,5080,0,129972
【尼尔机械纪元主题曲remix】NieR: Automata - Weight of the World (RUD Remix),52106422,61684,158,378,4149,3588,195,3770,0,125048
霍尊用朝鲜语唱被韩国申请为世界非遗的歌,52054626,225619,240,359,1125,149,53,1455,0,116907
全B站最标准的弹舌葬爱翻唱Kill This Love【Huge米米翻唱】,52041407,75550,365,404,4061,5273,232,6889,0,115479
霉霉又双叒叕被抄袭了！！！,52168886,121302,893,774,821,1304,283,4739,0,100294
老外终于对《西游记》下手了，英文魔性翻唱，一开口这泼猴惹不起！,52107212,97694,756,451,1734,812,431,3762,0,98234
《2:3》专辑纪录片,52021766,81562,1163,333,2330,1245,199,4206,0,94990
妈妈这里有鸡！超搞笑翻拍霉霉《ME！》,52131161,84231,767,284,2226,802,1226,3626,0,91603
脚绘《酸入人心》Lemon翻唱版本,52131678,57544,49,245,3329,2577,617,3452,0,90712
昨日表演完被鞭炮吓到的JOY 又突发耳鸣发文致歉 秀荣啊不用感到抱歉的,52216642,98754,337,291,1095,31,46,1142,0,82902
一首【柠檬精之歌】唱出柠檬精们的无奈,52291776,47010,193,381,3290,3499,658,4598,0,82208
【致郁系0成本自制MV】《她曾活过啊》她说:“只有乌鸦都死了，夏天才会到来。”“她的夏天结束了。”,52132216,50815,169,531,2601,1777,118,3346,0,79626
♡04♡『チカっとチカ千花っ♡』翻唱。【神楽めあ】,52301999,41682,352,482,2592,3402,297,5005,0,77757
【双笙】行香子（重制版）,52278493,34469,1370,1544,2530,4391,418,7158,0,74696
【白止】珏别（EP一年后首发！~速来！~）,52067375,23335,837,724,2756,2951,236,5014,0,64865
190511 长沙梅溪湖 蔡程昱、张超【真爱乐章】,52229633,27991,242,154,2992,240,368,929,0,64521
【脸红的思春期】看了真的想恋爱的现场 @世宗大学庆典 完整 极清,52136277,45928,372,114,1934,316,82,1352,0,60180
钢琴 ❤dnf怀旧-地下城与勇士《西海岸》老版bgm :被我的美丽迷住了吗,52123690,47197,318,469,1422,4403,145,3701,0,58553
【陈乐一 】《时间公路》电影企鹅公路 | 夏日印象曲,51998943,33456,1469,323,1439,2497,239,3240,0,51485
【威神V】伪·韩式打歌拯救《无翼而飞（Take Off）》舞台| 附调色前后对比,52066371,48746,467,185,1144,190,112,989,0,51254
【大氿歌】雪哥哥教你疯狂喝酒（小朋友不要学,52120148,19678,453,593,1905,3268,185,3670,0,49892
【奥華子×96猫】　MOTHER　　『ＭＶ』,52101826,20293,236,330,2043,2890,358,3502,0,46636
周深&唐汉霄–末日飞船（最强辅助，绝美吟唱）,52158412,30804,588,273,1487,492,364,1907,0,45870
《绿色》热度还未褪去，陈雪凝又一首歌曲刷屏网络，跻身热歌榜！,52135072,89453,197,389,170,24,7,365,0,45271
致敬Queen！这首火遍YouTube的阿卡贝拉版波西米亚狂想曲，好听到让你爆粗！@油兔不二字幕组,52242602,26383,184,123,1643,582,235,2033,0,43318
《琅琊榜》，“吾妹霓凰 见字如面 兄有三愿 一愿长安康 二愿长喜乐 三愿莫痴候 ”,52161918,49593,275,420,429,1801,31,3966,0,43206
EXID - TROUBLE（完整版）MV,52168235,58284,88,102,586,48,22,406,0,43192
【尤长靖】小尤版《Price Tag》有打动你吗,52126429,24318,1807,321,1445,705,222,1668,0,42811
【华晨宇】华晨宇的音乐挽救了我的生命，那个失去的部分就是我对自己的信任,52080962,24391,1025,527,1241,1100,309,2477,0,42282
声入人心巡演5月11日长沙站返场,52192924,18294,360,77,1954,177,166,906,0,42270
【luz】Android Girl,52141778,11602,209,248,2010,383,121,1366,0,41201
【金泰妍】TAEYEON - 「VOICE」 MV 中文字幕,52057492,32967,135,60,1182,144,105,824,0,40679
crossing field【BML2017单品】,51509158,26857,188,278,1121,1270,143,3782,0,40164
【小魂×王梓钰】初见（电视剧《东宫》主题曲）【绝美PV】,52263774,13025,258,310,1562,1728,126,3024,0,35096
Tekilen《勾指起誓》中日双语少年音ver.,52119246,10502,279,496,1502,1865,168,1756,0,34462
【金请夏✘金在奂】190511《可以爱你吗》不朽的名曲合作舞台公开！,52163882,23694,168,133,1091,98,146,948,0,33243
香港大学合唱版《知足》-五月天（银河总会合唱团）,52070965,23464,175,130,1123,976,208,1211,0,33045
【激情RAP】你从未见过的暴躁《售楼小姐》,52171984,36694,60,189,520,798,43,1421,0,32897
不得不听的曲子之一《Luv Letter》吉他版~！,52142948,19363,44,86,1283,779,67,934,0,32744
【北酱】雨的印记 Kiss The Rain 李闰珉(YIRUMA) 钢琴曲,52077928,26051,102,190,871,542,24,759,0,32565
【武士桑】「白日」【木吉他彈奏】,52075894,18729,201,227,1094,2163,154,2448,0,32410
【徵羽摩柯原创曲】如果【原创PV付】,52149103,8925,220,310,1667,1116,85,1990,0,32366
【防弹少年团 190511】BTS SY 演唱会芝加哥全场(高清),52242658,11250,117,18,1591,27,23,331,0,30931
【拇指琴】青城山下白素贞，胆大的up竟然在河边试图召唤白蛇！,52073800,19314,121,222,1005,958,178,1442,0,30353
一直表扬我的时乃空老师/时乃空×嫁实（ヨメミ）【翻唱】,52051509,15170,185,191,1097,911,68,1938,0,30205
【盘点】十个曾经歌曲大火却最终只在乐坛昙花一现的歌手组合，你还记得她们吗？,52065027,30428,503,172,457,152,30,421,0,30016
【病娇黑化镜】Bad Guy,52079110,11763,85,231,1279,920,66,1491,0,29464
歌手们都在用的咽音，用最轻松的方式唱出高爆发的高音，学不会来打我,52164095,16685,271,144,1032,379,30,765,0,28527
「勾指起誓」超甜吉他版～AWSL是恋爱的感觉！,52236457,15481,53,184,1135,1661,74,1961,0,28503
某大学生竟独自一人在寝室偷偷演奏Lemon/结尾高能！,52159753,33603,172,131,388,807,38,1521,0,28293
梦比优斯主题曲中文翻唱,52064780,16060,145,198,996,1798,68,1889,0,27988
吴亦凡北京演唱会现场唱跳大碗宽面，吴记面馆开张啦,52162823,40826,215,145,270,102,102,609,0,27567
190512 月弯弯 王晰周深 长沙巡演,52312871,13616,181,109,1156,88,126,517,0,27535
钢铁侠+marshmello电音！,52055579,37545,65,92,330,136,12,719,0,27489
【德云社】《游西湖·打新春》跟舅甥俩学坏版...但是依旧很怂...,52061912,16360,109,171,993,1132,60,1692,0,27320
【1080 60帧】BTS坐收第9冠！190511 音乐中心女团现场合集,52134016,38003,225,177,233,13,15,420,0,27079
《WHAT YOU THINK》-BEATBOX-张泽&NAPOM-戴上耳机,52118983,12275,217,252,1052,752,148,831,0,27024
空之境界杀人考察（前）【M01】附带户外两仪式中二cos,52220346,21001,64,237,653,1456,27,1689,0,26921
冯提莫火爆韩国，《小鸡哔哔》逼疯韩国主播，网友：舌头打结了吧,52251919,38004,281,186,89,29,39,427,0,26438
【EXO】可能是全网最差的换装了,52057097,17689,128,112,915,333,21,909,0,26300
【赤羽原创曲】赤色循环【iTunes做的PV】,52243327,9345,88,244,1213,626,51,1870,0,26164
19511冰红茶见面会–紫宁翻唱《喜欢你》,52148888,20175,790,243,619,419,92,942,0,26129
BTS「小宇宙 Mikrokosmos」钢琴,52257352,10547,107,250,1106,1114,80,1614,0,25898
【初音未来V4C】未来【原创曲PV付】,52137203,5846,210,217,1306,1132,116,1208,0,25876
花泽香菜版《告白气球》，中文十级甜上加甜，网友：这可爱犯规了,52165585,46335,96,72,181,77,17,387,0,25291
音乐喜剧《恋爱吧！人类》片段,52012049,11871,237,86,1329,297,114,521,0,24994
芜湖大司马：翻唱歌曲 TOP10 排行榜,52116584,22398,818,144,535,567,239,910,0,24571
创造营李鑫一《你好不好》绝美高音！！音轨正常版,52176877,29913,207,115,364,61,46,411,0,24285
[翻唱]西安特洛耶翻唱草莓烟Strawberries & Cigarettes - Troye Sivan,52063125,20821,102,250,524,732,41,1691,0,24225
七里香  周杰伦  翻唱,52124909,28067,144,406,64,413,42,890,0,23434
【高清完整版】JJ林俊杰演唱会唱《起风了》以爱之名，让人感动！自己买音乐版权唱给粉丝听，老林真的太宠粉了吧！,52187132,22365,124,85,461,223,127,500,0,23122
【洛天依原创】信仰,52098209,6516,218,107,1187,638,54,996,0,22983
【看什么看reaction】流行美声二连击，虽然不会意大利文但也要努力跟着念啊！,52102507,20924,1244,249,315,757,8,1138,0,22338
【卡罗尔与星期二】【Carole&Tuesday】OP Kiss Me吉他弹唱翻唱,52051985,14538,46,175,750,1501,51,1596,0,22211
【鬼神单曲】God Knows,52300993,8359,98,147,869,1173,53,1649,0,21440
国内低调大神remix姆爷killshot，全程高能,52093656,14664,74,153,666,416,88,590,0,21366
【西语歌曲】罗罗Alvaro Soler新单《La Libertad》夏日风MV,52178907,15659,51,74,697,123,85,501,0,21291
【特效钢琴】加勒比海盗2主题曲 Hans Zimmer - by Patrik Pietschmann,52048206,20021,72,65,494,211,32,824,0,20799
【哈利波特】岁月回响「《Harry Potter》德哈原创同人歌」 Braska x 苏子凡,52116349,6952,160,178,954,562,69,1065,0,20533
笑到抽搐！当灭霸跳起广场舞，完全无法直视！灭霸：律师函警告,52101695,15748,245,106,534,619,301,1338,0,20298
腾格尔版《小芳》终于强势洗脑！听完瞬间想挠墙，网友：逼疯小芳,52171371,31266,139,92,102,42,53,393,0,19981
妈耶！合唱粉福利！CG和菠萝的合唱来了！,52056409,16407,364,166,419,540,37,746,0,19895
稲葉曇『ノンユース』Vo. 歌愛ユキ & 初音ミク,52176107,4436,3,176,1121,773,102,838,0,19732
《夜的第七章》---管风琴合奏的你听过没有？！,52083103,13940,72,151,514,870,47,1143,0,19133
【MAMAMOO】现场吃CD？爆炸还原的Egotistic翻唱,52106497,22535,52,59,312,275,19,550,0,19064
琵琶行【唯美古风治愈版】，超级好听的治愈改编,52087939,10646,379,131,685,379,34,788,0,18879
【周深】20190511 综艺 周深/唐汉霄 合唱《末日飞船》,52312550,8041,1569,216,742,497,172,1084,0,18822
中国新说唱-王以太中外合作-爆炸新曲Diss娱乐圈《Paint Me in God》：我要起立你非要我坐下！,52221756,19768,36,50,374,73,29,266,0,18764
【椭奇】人工智障爱酱♥ AIAIAI ♥ 一库哟！！,52027370,982754,2398,1544,26128,18410,1327,26864,0,1000014
我居然在学一只皮卡丘做健美操？！魔性尬舞，每天一遍，防止抑郁。。,52193537,439410,948,1415,11124,8448,1332,14242,0,485012
【阿呆】Violeta-izone 超仙翻跳❀2p竖屏,52151527,328155,316,348,14151,5733,317,7374,0,445018
【屁屁酱】SHAKE IT {踩着死亡高跟来了},52107698,226899,324,408,11865,3910,387,5028,0,343624
【未南】❤小鹿乱撞❤能不能撞死在座各位心里的小鹿鹿呢~！？♡,52083842,243100,351,492,11560,5103,366,6622,0,342500
【欣小萌】穿越次元来见你❤️AIAIAI❤️人工智能爱酱,52311891,234119,1004,1359,9247,11623,449,15479,0,317357
【櫌本葵】♥︎华梦天下 ♥︎主人 是你在召唤我吗？,52086467,60161,223,261,4962,1583,72,3246,0,119937
【徐珺大哥】金请夏-已经12时~该施法了,52200059,94341,150,563,3092,941,55,2030,0,118133
【小邦尼】《BAAM》要和我一起蹦迪吗！～,52196344,63907,110,145,3907,1243,48,2009,0,103790
【梓微】I LOVE YOU♥好好爱我吧~前方高能！,52161156,50352,87,125,4437,1638,49,2374,0,103718
大家好，我要跳水，下面带来一段舞蹈【西瓜新】,52066306,80167,216,386,1494,580,55,2314,0,81935
【白金】kill this love-长裤葬爱,52197183,57423,182,184,2092,900,36,2319,0,72490
【塔歌】想变得可爱❤️（新人初投稿）,52090178,44146,239,697,1989,1936,82,3151,0,68437
【牙牙】小鹿乱撞——我想要做你女朋友，我想和你约会~,51851751,31568,110,138,2347,574,30,1687,0,64107
【微小微】创造营2019主题曲《喊出我的名字》,52253834,59394,404,454,792,3182,68,4427,0,60156
【1M合作】Hyojin Choi编舞 孟美岐首张个人专辑主打区《犟》,52250876,49686,451,371,1394,1894,237,2896,0,58976
【爱心】Kill This Love ❤(准备好被击中了嘛),51778613,35323,60,172,2083,413,27,1099,0,56068
【Spade黑桃】♠Kill This Love♠Rose ver.丨该来的总会来的,52057155,16993,110,169,2284,817,20,1406,0,50147
[暮声]欢迎来到渡我的极乐净土♩,52101239,42103,58,318,890,328,7,795,0,46999
【光炽】♡★触摸天空★♡［辣鸡像素 划水一样的动作］慎入！！！,52146807,45457,46,260,907,546,17,1127,0,46000
【阔纸】girls♥不要让我看到你遭殃的样子♥,52086594,32245,69,453,1152,307,19,639,0,45220
【呜哝x奶果】小鹿乱撞（清纯双胞胎跳舞）,52118358,22642,144,246,1950,1132,43,2438,0,43308
【少女婷】Twice-Fancy 进来可收获！收获！收获个舞蹈视频,52141894,25337,88,155,1458,663,34,1409,0,41295
【孙子团】集齐九人翻跳Twice新曲Fancy，召唤甜蜜好心情,52171198,47860,154,192,560,689,50,1870,0,40935
【万能甜】Calc.❀夏天真的要来啦o(＊＾▽＾＊)o♪~,52258367,22101,22,124,1304,186,6,463,0,35839
【浅浅】SENORITA❤穿上皮衣后有沒有很天若有情feel?,52079129,12200,43,100,1392,468,21,810,0,31156
【Seiei】满月之日 要来和我一起狂欢吗..fullmoon原版现场还原,52097664,15060,22,69,1300,212,13,480,0,30277
【西卡】TWICE-FANCY 抹胸小礼服演绎~温柔的力度你喜欢吗？,52041922,21156,24,104,910,333,8,494,0,29485
【睢南】咏春-是谁在歌咏春天（七朵翻跳）,52271955,11838,50,90,1215,291,14,886,0,28044
【明月酱】粉墨《Kill This Love》真的超A一女的,52063254,25664,19,181,586,200,7,349,0,27840
【全盛舞蹈工作室】东宫《初见》中国风团扇编舞镜面分解教学,52070250,11880,46,84,1228,347,81,773,0,26817
【BDF2019-杭州】浙江大学☆触摸天空【Fantasy动漫社】,52318007,22479,287,214,659,983,158,959,0,26023
【黑历史之自唱跳】不会跳gakki舞的唱见不是好厨子,52141974,28556,20,24,473,466,373,485,0,25165
Kinjaz推出樱花项目Project Sakura！由最棒的年轻女舞者们代言的服装品牌！编舞短片If You Ever,52090581,19248,84,67,597,153,83,823,0,22383
【沁月】红昭愿❀恐有街头胭脂色，柳絮沾白雪沾红,52096826,9993,39,88,940,186,8,574,0,22204
Yoga编舞《心如止水》，帅气girl【口袋舞蹈】,52118569,29695,37,33,311,25,29,232,0,21561
【慕】带上猫咪学皮卡丘跳舞？*爸妈不在家系列*,52276168,11820,21,124,660,156,14,637,0,19898
【西尾】桃花旗袍. 周年作~ 感谢你的陪伴,52134540,7352,7,53,928,97,9,443,0,19710
【潇一条】撒野（原创编舞）丞哥无处不在！跟着光，未来可期！,52172870,9277,124,133,816,658,54,970,0,19697
【猪猪】小鹿乱撞♡想撞进你的心里（p2竖屏初尝试）,52121032,12591,43,119,671,162,13,525,0,19607
【火箭少女101】月亮警察 校运动会首秀了！可是观众很少【翻跳】,52172649,22169,189,166,173,277,46,533,0,18691
【幽扬】Love Me If You Can.有能耐你就爱我,52110940,10285,74,92,688,83,7,273,0,18329
【Saya Scarlet】☆うさぎシンドローム☆,52196590,9917,53,176,576,573,34,1328,0,17108
中国舞 古典舞《左手指月》动作分解教程 小寒老师原创编舞,52114529,7751,15,40,778,165,51,272,0,16680
【阿羊】恋空予報❤今天也喜欢你呢！,52090147,5005,17,61,800,151,1,430,0,16265
【妮塔】IZ*ONE - Violeta❤ 避雷塔,52109053,7963,13,63,672,86,2,314,0,16174
【蛔KAORU】孟美岐首单MV《犟》翻跳Dance.ver▷▷犟的风格你们喜欢吗？,52198201,9528,85,119,497,358,11,830,0,15770
[糖果机长]❤小女友一键换装~你心动了嘛~,52280304,7051,18,42,646,151,7,413,0,15172
【醋醋】在线学皮卡丘跳舞？还加上了配音？,52375962,11326,72,232,534,667,23,1336,0,15158
【宿舍翻跳】Blackpink 蜗居！宿舍！翻跳 扒得不准sorry先,52174367,23218,48,110,106,98,7,242,0,14375
【星辰7人】◇◆华梦天下◆◇练习室版【国风电音原创编舞】,52260743,5632,71,137,519,457,57,622,0,12712
【天月ダンサーズ】かいしんのいちげき！を踊ってみた【オリジナル振付】,52134563,4028,15,51,696,116,54,311,0,12677
【Sinar酱】全网像素级翻跳，基你太美百变小樱魔法阵版，滑落的背带注入灵魂，还让我学会了打篮球,52260165,10735,43,68,287,143,8,340,0,12580
【舞蹈教学】元气满满的fancy 力度引起极度舒适 | 大家一起烦死烦死you,52137102,9266,35,33,421,78,6,148,0,12553
【小南tina】神のまにまに~\(≧▽≦)/~单人初投稿,52178114,5078,65,128,509,157,8,257,0,12395
【骨灰】Booo!（果然是你的错吧￣へ￣）,52123836,6649,46,114,442,287,10,396,0,12290
❀夜宴风波❀别再，去躲藏♪,52123965,5180,7,103,501,71,2,189,0,11813
【璐芸】触摸天空♪热爱无可取代❤️【HB to 雪梨】,51957365,6279,66,127,411,104,7,211,0,11710
【零子酱】24时也不够*竖屏,51944303,4247,8,25,553,77,5,297,0,11403
【BDF2019—天津】触摸天空☀哈哈哈哈哈哈！,52355889,4053,131,208,397,194,12,485,0,10684
【元绘】Twice-TT,52151112,6703,33,178,308,312,15,459,0,10564
【泡面】LOVE POTION分解教学~,52216441,4611,64,36,468,104,9,393,0,10452
【柿砸】在跳舞机上跳swalla 【e舞成名】,52077457,12369,48,77,106,101,51,339,0,10234
【柳萌】❤书记舞❤沙雕少女乌鸦坐飞机！,52354658,9359,48,117,178,179,7,466,0,10219
【团子】小小鹿 蜀黍你会唱小小鹿吗,52163378,6203,46,122,331,162,14,274,0,10055
【YIYO☆】神谕法则☆我与你是命中注定,52315744,3848,60,61,517,162,7,401,0,9959
【不知】触摸天空 跟着我穿着蓝白校服触碰蓝天白云【初投稿】,52151687,9738,80,40,194,208,5,717,0,9639
【QK】幽灵法则★安迷修生贺★,52229725,3503,152,82,449,339,13,615,0,9244
【樱络】寄明月❤我真的不到90斤 QAQ,52071288,4089,20,66,378,73,5,203,0,9016
【宦小宦熊】心机  天盛长歌  翻跳,52203423,6444,69,97,218,219,13,493,0,8391
【饺子】Ooh La La❥我的怀抱本就属于你呀❥,52110613,5410,4,16,317,43,5,140,0,8199
【Z】宇宙少女-La La Love竖屏练习版（手机投稿无后期,52210054,3992,7,35,335,61,1,203,0,8198
【BDF2019-江西南昌】震惊！我们中混入了一个男孩子♡触摸天空♡,52154241,5098,105,104,246,150,14,263,0,7966
【Cocolo】Calc. ❤邂逅说到底也是命运 ❤,52241347,2477,41,71,377,60,5,228,0,7777
【缎子】《咏春》燕归来莺语乱，谁在歌咏春天,52332761,2713,26,54,372,41,6,140,0,7738
【awsomehaeun罗夏恩】NU'EST-BET BET(COVER DANCE),52042466,8598,41,53,121,72,12,365,0,7638
【GOT7】听说有鲸头鹳挑战咱们七首歌的二倍速翻跳？敬佩你是个狠人！,52116342,6153,80,223,124,466,5,622,0,7588
【曲曲酱】Senorita ||天台高跟鞋黑长裙？ 扭扭扭,52335608,2961,6,29,379,57,7,130,0,7515
