Title,Aid,View,Danmaku,Reply,Favorite,Coin,Share,Like,Dislike,Pts
男孩儿24小时怀孕了，是一种怎样的体验？,51967455,466802,6718,1616,6384,11243,2159,27839,0,424475
听说这个视频是B站卧槽最多的,52249288,414430,5491,1131,10915,3231,2776,12253,0,416600
一斤虾仁，两头蒜，大sao做一锅香辣虾，一斤海鲜面拌着吃，过瘾,52032343,584466,4488,1627,1240,8105,610,17909,0,410614
成都第一家米其林法式餐厅，一顿竟吃去了4600，一月工资一顿吃完,52359740,415450,6542,2251,2699,11382,832,23946,0,320650
【叔岳】从上海迪士尼买回一只娃娃，改造成还原度超高的《冰雪奇缘》安娜公主（2p有迪士尼乐园vlog）,52198528,156218,3658,1184,12880,34434,629,30401,0,311492
沙雕至极！蒙眼对砍！男人最简单的快乐！下巴都笑脱臼了！,52048464,284661,2510,1003,4352,8265,950,20381,0,292555
宝宝们，我在这~ 女子潜逃国外自拍炫耀后被抓,52218642,339936,1440,3091,1469,1702,1757,11924,0,289912
肥曈 | 教外国男友四川话  变态牙套惩罚,52191885,304165,17206,2275,3143,8983,1256,18836,0,282332
菲律宾小男孩在游泳池听到BLACKPINK的歌，马上跟着节奏扭起来,52147170,311236,584,407,4526,1036,2477,6221,0,266222
真香警告！扒一扒那些年因为名字而被放弃的绝世好文原耽系列1.0,52124629,191894,415,2956,6392,641,126,2634,0,266153
【龙须笋】嫩生生的笋子正值最好吃的时候，拔一背篓都不嫌多,52332887,292199,2983,1941,2725,12687,797,23329,0,254195
吃多少酒精巧克力可以吃断片？小伙最后吃懵逼了都,52137415,324801,2444,1409,1798,4877,188,16728,0,254154
每月生活费仅800元 观众却喷我是富二代！大学期间怎么兼职去旅行？,52201551,273754,1332,1305,3405,7488,301,15547,0,247671
这个百万粉丝奖牌开箱视频也太骚了把，进来硬币就么的了,52110462,213480,2284,1383,3180,13759,108,17940,0,246216
【彩铅手绘】怎样画金属质感，钢铁侠mark2,52091970,141572,1673,917,8680,12471,1154,13147,0,235866
给路边小姐姐拍照，狂追300米！！结果。。,52141766,260706,5837,1964,1926,4469,207,18684,0,230805
笑死我了，家长在家长群爆粗,52075868,275000,282,2045,1907,819,1509,2500,0,227512
辅导孩子学习，你与心脏搭桥只差一本作业的距离！,52092388,216388,6634,3256,2564,9870,3183,18377,0,224402
【vlog】小伙伴们好，我是郭乐乐的姐姐,52197689,301968,1334,1387,1077,1569,210,7421,0,221428
【搞笑】日本5岁女孩教科书般的撩汉技能！！！各种套路玩得炉火纯青，最后分手也是干脆利落，真的瑞思拜,51989854,191141,1679,457,5990,1006,4040,4986,0,221193
香港约会好甜蜜 互相给对方买衣服,52150082,264705,7148,1179,2161,5290,152,16284,0,220970
这碗真的有荔枝的【荔枝肉】，散发着自由的气息~,52128861,198032,971,744,4761,4958,482,13275,0,218790
独居少女一秒变巨婴！女生一个人住VS和父母一起住，学生党第一次独自生活是什么感觉？,52129424,262194,2700,977,1708,4230,323,14725,0,211051
男孩书店高声读书被劝阻，大骂服务员：我抽你信不信！,52119674,255442,1172,2966,592,408,176,5155,0,204500
衡水中学又一次上了热搜，衡水中学学生中午洗澡就不吃饭,52158043,221243,682,3622,373,80,127,855,0,195000
在棉花糖机里面放盐会做出什么？棉花盐！,52093578,324382,1172,1281,701,854,94,5363,0,193986
将曼妥思和可乐灌入篮球中，所产生的气体可以把篮球撑爆么,52131505,252296,1719,668,1146,3512,312,9160,0,188477
15岁少女酒吧蹦迪脚筋被割断，父亲下跪哭求酒吧老板：求你救救她,52236773,221605,793,3042,284,30,231,553,0,186675
母亲齐心与习近平有过这样一次通话,52239278,205282,0,6,4130,9198,1372,18781,0,186409
给恐怖视频配上抖音神曲,52057619,315036,700,406,1227,303,439,3342,0,180463
真人GTA秒出警系列 (四),52182453,185531,2386,1004,1451,7342,762,6870,0,178914
100块一小时的网吧什么样，能不能带的动4399？南京游vlog-001【陨石电竞馆】,52116982,226384,1208,1108,983,2555,213,5830,0,177896
韩国便利店真的有韩剧里那么好吃吗？,52231011,227398,2164,646,1317,4931,102,8959,0,177408
太恐怖了！粉色高空跑道+10级大风能把人吹成智障【打卡网红拍照点】,52086876,224241,278,334,1950,894,76,2631,0,173508
这样的方式考上清华北大，公平吗？,52138438,139778,411,5138,1588,2007,160,5122,0,166459
新疆女子真贤惠！维吾尔古丽做一桌大菜，这么原始的厨房见过吗？,52015654,237166,812,669,909,1382,148,3404,0,164128
看！这就是世界上最脏最乱的网站！【暗物质#7】,52113223,201816,690,535,1847,1636,59,5159,0,163319
哈哈哈哈嗝！笑死我了，这沙雕地摊玛丽苏小说！,51995033,160883,3246,1281,2400,3272,776,15283,0,160238
【沙雕图片＃1】你永远也不知道你的队友是在什么情况下跟你一起排位的！,52048097,240224,621,253,939,2096,154,6374,0,159680
女子骗取存款一千多万，潜逃国外发抖音：听说全世界都在找我！,52058166,348616,730,1246,612,97,779,1849,0,157251
蒜泥白肉 加点老干妈 好吃到上天！【哎哟阿尤上海吃播】,52076435,181691,1935,2444,448,1199,83,4516,0,156696
英国大叔假装打电话，“不小心”泄露了自己的惊天秘密，路人们一副吃到惊天大瓜的表情,52171343,232897,80,191,2057,283,442,2934,0,154460
【挑战24H】绝对不用一滴水！可乐我来了！,52091421,152609,3869,4901,859,2706,290,7451,0,153154
3毛钱一串的甜不辣！老板脾气怪的很！,52148363,214709,1135,541,776,1555,69,6992,0,153120
【励志/催泪】我是塔子哥，不是傻子哥 掌声送给最好的塔子,52177030,185527,603,455,1660,1508,1084,1931,0,150643
郭乐乐被封的第一天，想他！,52077539,176170,726,1411,964,1136,157,5276,0,148447
熊孩子买农药毒死千斤小龙虾，父亲道歉：管教不严,52061096,231190,308,1966,160,28,46,1391,0,147758
【治愈系】这是一个让全B站都散发着暖意的视频！,52068841,109399,784,473,4581,6493,1016,8964,0,143588
在电音爱好者面前听土嗨的后果!,52168884,127686,195,737,3407,1950,1120,4293,0,143447
被弄坏的样子最可爱了  12,52208168,152257,764,346,2621,769,107,1908,0,143447
和爷奶一起DIY“皮卡丘”头套是什么体验？哈哈哈哈哈…,52119451,149376,1721,1099,1763,7550,201,14694,0,141617
【退货女】黄谭雅，买18件衣服旅游后要退货？大家来认识下这位新晋网黑黄小姐。,52119531,177166,443,2013,411,123,155,1366,0,139649
【团团有话说】女孩子应该不应该喝酒,52020415,146860,748,2723,589,1152,275,12191,0,138849
【徐大SAO】《大SAO宽面》碳水教父徐大SAO的个人练习曲，大蒜天敌在线吸面！BGM：《大碗宽面》,52069637,178670,483,504,775,3440,149,6641,0,138070
车轮下躺着一只猫，以为被车压了，结果...............,52289509,184362,461,330,1204,597,305,3948,0,132985
价值5000元一斤的蘑菇王，贫穷限制了老爹的想象力,51966456,167094,1985,988,632,2953,90,8238,0,132151
女模特跨省赴约土豪 竟躺在床上 任凭呼喊一动不动 警方介入调查,52129197,187923,883,900,343,24,89,470,0,130132
今天政委不在家  苏卡不列  气氛 突然苏维埃第七期,52048289,159435,363,274,1638,1599,136,5544,0,128208
太羞耻了！我居然被六尺硬汉强迫穿吊带,52155454,138999,4174,959,1581,4565,154,10490,0,126784
阿远做20斤麻辣小龙虾，大伯老爸喝着啤酒吃着虾，380块钱没白花,52174228,170612,2112,583,533,2851,301,5144,0,126138
被一群异性围着是什么感觉？石锤这个渣男UP主！,52069414,123467,3525,1332,1860,7224,530,17977,0,125247
壁花小姐关于腿粗的原因讲解和细腿方法,52129910,61790,287,399,5068,1380,217,2051,0,120757
开箱试吃进口三文鱼段，一块鱼三种吃法，哎呦、还不错哦,52227990,190038,702,451,282,1128,43,6361,0,119627
【第二十期】福利GIF圖，請帶上耳機服用，播放量超過20，次日更新下期,52062049,131910,245,149,2168,943,42,2848,0,116475
勒紧裤带买来的鲍鱼做红烧肉，还要配上脆皮五花肉和烤鸭啊（3333333）,51783335,151365,1329,333,766,2098,236,7721,0,111928
嫁到中国享福失败，每天要干农活的韩国媳妇郑晓贞vlog,52077159,210637,964,477,357,680,26,2490,0,111871
无叶风扇到底是什么原理？拆开后感叹：这就是无叶风扇？,52169459,231321,916,521,255,765,59,4010,0,110572
为什么能嚣张到这个地步，19岁女孩在公交车上被暴打，父亲无能为力,52221093,143308,785,1444,227,32,89,767,0,110502
这位研究中国共产党的剑桥教授，旗帜鲜明反对美国的文明冲突论,52198885,140107,218,636,996,183,49,1166,0,110196
【英短蓝猫】舍友1500买的蓝猫有多可爱,52112915,222245,300,584,504,317,196,1352,0,109887
网友教的饼新吃法 太好吃了！吴泾饼王 吃货吃播美食软软,52162909,145721,2843,450,642,1161,71,4127,0,109365
柠檬！家长把直升机开到学校！家长称非炫富 飞行获批准,52250423,176527,238,1148,228,30,112,954,0,108904
爆火网络的“丽人行”穿唐服在景点跳舞，太惊艳了！,52159418,121667,325,506,1492,285,170,2018,0,106711
【六道vlog】死肥宅跑步回家看到自己的基因检测报告惊呆了！,52177553,99649,2364,984,1235,3522,95,7331,0,105045
当你用“药水哥”刘波的声音在探探上疯狂撩妹是什么体验....？（第一弹）那你觉得我有个性嘛妹妹,52142885,175415,180,361,931,495,1045,963,0,104882
我的班主任是拜金女，学生家长贿赂一辆奔驰车，同学聚会瞧不起人,52049175,154683,426,1040,294,195,42,1290,0,104868
【为食出发】mini拔草爆火网红火锅店，用25道菜铺满一大桌！,52263621,146455,2407,480,469,986,166,4703,0,104828
在西方社会媒体上，他们对中国撒谎。我向你展示现实。（中文字幕） - Subtitles.,50552944,143326,461,543,598,1437,12,2685,0,104350
B站最败家的up主，经营鬼才再次开店！,52081225,105952,1368,533,1670,4743,125,5371,0,104140
南方小伙第一次吃北京特色大懒龙，为什么吃起来味道和肉包一样？,52220176,143077,910,565,430,2020,46,5629,0,104129
【绘画过程】如果钢铁侠跟无限宝石完美融合,52198386,124539,202,313,1349,1774,91,2218,0,103040
【真话一分钟】为什么男生身高一米八成了小姐姐的刚需,52213518,107861,281,2375,561,267,93,1263,0,102638
日常生活VLOG#28 | 做饭 | 钵钵鸡 | 红糖冰粉 | 百香果慕斯 | 和朋友在家吃烤肉 | 治愈day,52246349,58299,4779,1720,2930,3092,188,4952,0,102210
小伙想吃炸串，结果把方圆5公里内的炸串全买回来了！,52134313,218062,641,521,410,833,55,3416,0,101461
俄罗斯小伙与他的狼,52100038,122252,462,572,1202,128,216,1518,0,101171
日常生活vlog.27 一人食 | 彩椒牛柳 | 虾仁菌菇汤 | 拌小萝卜凉菜 | 盐面包 | 草莓奶昔 | 荷兰宝贝松饼 | 莓果气泡水 | 买了束花,52048434,71212,2009,1272,2391,3676,200,4595,0,98849
狗子：我要是骚起来，还有你们臭人类啥事儿？,52256550,118205,515,121,1488,985,795,3489,0,96487
微表情判断徐大虾和力元君在狼人杀中谁在说谎！《UP主变形记》中的微表情心理学【微表情识人心5】,51879984,94311,389,300,1991,1847,63,5811,0,94790
【绿帽鉴定处】帅气小哥到底有没有 绿小胖女友？结局高能！（油管最高播放绿帽秀）@小智大障字幕组,52204716,129079,785,265,799,775,607,1876,0,94518
鲲鲲与猫和老鼠#第一集,52081197,291085,2262,715,18146,24166,8516,28795,0,475684
不是同一个时间，但是同一个up，一首洗脑神曲《me xian cai shi》送给大家，魔仙堡祖传口音亲情献唱。,52104625,267876,1068,610,13669,12901,3033,25928,0,385952
【狂三真爱】人参赢家：老婆我喜欢你，一定要想办法把你娶回家！,52122310,144639,1766,1028,13913,14054,763,17604,0,320527
【特效向】复 仇 者 鲲 鲲,52177348,211659,803,377,7179,14715,3069,18223,0,253271
【老番茄】杀手47：我是一个么得感情的光头,52224098,190691,250,557,3901,5510,180,10147,0,189021
【坤坤学院】第一集-开学,52219029,175268,1032,625,3310,4536,1063,8061,0,176828
【王境泽】心如止水,52026249,111309,795,305,5057,3380,802,8673,0,152186
【星际老男孩】《黄姆和孙瑞》第1集“谁是炸屎之王”,52138513,56737,720,452,4247,11711,1597,7258,0,109767
《同桌的你》改成《同桌的鸡》，谁炖了多愁善感的你？,52200163,105195,679,315,2244,4384,835,6473,0,106888
【哲学】基♂你太美,52271719,70681,286,223,3360,2828,807,5126,0,97374
【哲学】不如♂跳舞,52287009,52956,448,484,3018,4082,603,5201,0,84772
【经典老番】舞法鸡女,52280517,60633,365,296,2560,2054,693,4707,0,81740
【李云龙 菜虚鲲】绿色  喜欢唱 跳 开炮 篮球,52078981,273121,1631,625,6574,7447,2197,15542,0,72659
【纪晓岚&和珅】求佛,52248749,39911,411,333,1729,3199,262,3386,0,63851
【中国boy鬼畜短剧】野比大猩和哆啦风笑,52080875,44337,286,227,1810,2190,220,4278,0,60492
你鲲鲲有本事抢男人，为什么没本事开门啊！！,52230130,74223,204,171,844,299,359,1869,0,59867
【LexBurner】狂浪,52135286,52833,228,396,1211,1610,77,4131,0,56891
【大艺术家皮卡丘】药水哥x孙笑川出演《大侦探皮卡丘》,52211320,56130,87,169,1061,1189,1225,1494,0,54357
【吴亦凡】面馆十年·拉面传奇,52238511,40758,420,264,1101,1678,199,3995,0,49490
【孙笑川】你要的全拿走(泪目),52246335,52782,182,319,846,1771,158,1797,0,49475
【狒球崛起】卢本伟PDD联合主演--第三集,51840076,41532,399,195,1211,2344,245,3095,0,48381
【马化腾】氪如流水（心如止水）,52101319,39847,268,180,1271,1045,283,2801,0,47564
轮到方丈来给你洗脑啦！,52080917,42101,168,261,821,1966,338,1743,0,44755
【鬼畜/明日方舟】最终鬼畜 阿米驴也要蕉喘～,52184778,42705,129,287,859,444,108,1359,0,44482
【马云】薪如止水,52126487,31594,154,176,1158,1326,110,2344,0,40049
【大秦帝国】大秦最高歌姬·嬴驷VS大魏最老新秀·魏惠王——联袂献唱日不落,52201369,22962,259,285,1246,2088,177,2202,0,37452
【生气了吗/明日方舟】博士&阿米娅  ‘迫害 抓耳杀’,52246699,37871,14,110,806,821,166,1726,0,37264
【小潮院长】我小潮今天就要笑屎在这里！,52202588,34461,220,188,807,487,70,1767,0,37224
【经典童年番】黑鸡警长,52331731,24227,129,229,1263,1755,567,2928,0,35943
【蔡某坤】好汉歌,52140268,36940,214,127,442,296,163,1323,0,32647
【鸡你太美】干物鸡—小蔡,52118962,65313,591,502,5351,8156,619,9115,0,32197
【明日方舟】变成干员了啊啊啊啊啊啊啊啊啊,52228156,21609,185,281,877,1208,403,1325,0,31708
【经典电影】三位带明星领演九品芝麻官,52081310,30197,119,107,573,737,162,1714,0,30905
【猫和老鼠】红警大对决! 第五话,52063117,28458,713,104,620,973,104,1964,0,30677
【哲学】你要的全拿♂走,52164374,19882,204,229,966,1759,93,2319,0,30492
【卢本伟】发如雪  全程高能,52081170,27486,158,174,658,624,63,1424,0,30218
【大茄子】彩虹茄,52117398,28879,72,129,624,769,155,1291,0,29799
【李永乐老师】没有我不会吹的曲子,52201815,34160,165,131,361,605,72,1140,0,29421
【明日方舟】阿米娅真是太可爱啦,52266151,18405,46,211,823,455,63,1183,0,27501
轮到迷人又睿智的冷鸟来给你洗脑啦~,52078232,18615,63,139,758,640,61,1356,0,26042
【猫和老鼠有一个梦想】克罗地亚狂想曲,52109504,24662,110,75,560,983,148,1673,0,25630
【穷升级】没钱！！我用肝来玩炉石！,52132615,22159,66,199,549,1848,87,2078,0,25514
卢本伟点PDD（唐伯虎点秋香）,52112306,25655,244,62,342,366,124,831,0,23600
李永乐老师最新电音单曲——《lemon》,52081259,25844,127,147,274,467,39,1251,0,22470
【五五开】心如芦苇（心如止水）,52123796,13397,161,130,762,679,92,1315,0,21960
【金坷垃】某科学的超电磁炮,52098155,16054,146,178,572,500,73,1278,0,21906
【鬼畜全明星】愤怒的小鸟,52049176,12695,90,71,797,550,121,1207,0,21603
（全明星）内战！太jb恐怖了,52199197,22726,87,93,344,593,58,1047,0,20863
【枪声音乐】熟悉的版本，熟悉的大厅曲——PUBG's MainTheme,52065603,10380,104,157,676,665,31,994,0,19278
【明日方舟/洗脑向】当大家围绕着你叫博士是什么感觉？,52231580,11091,43,216,606,364,98,648,0,18179
[枪声音乐]全CF玩家熟悉得不能再熟悉的BGM，现在被做成了枪乐？？？？？,52222078,12572,174,227,488,513,21,759,0,17276
【经典老番】黑鸡警长,52063789,15740,66,90,396,184,103,746,0,17215
【哲学】自由为何会这样 (Something just like♂this),52193700,9078,224,137,581,671,53,1137,0,16408
【全明星】起风了,52330441,6588,170,217,662,1176,38,1465,0,16161
卧槽，太好玩了，想玩的就进来我会发链接的。,52194356,16513,42,117,228,116,90,396,0,15823
蛇屠箱联动JOJO,52084240,16885,52,75,207,127,180,348,0,15169
报告非凡哥，木塞落操场了【美人鱼名场面】,52323240,10352,83,78,497,585,189,852,0,15011
【全明星教你京腔rap】大碗宽面,52264571,27151,84,85,226,209,10,839,0,14918
【枪声音乐】- 极乐净土,52182979,9813,227,112,486,536,40,1045,0,14901
铁甲♂小宝,52215585,12016,108,101,366,320,70,836,0,14746
【纱雾酱/洗脑循环]我才不要这样的哥哥！,52117998,8558,144,113,416,201,4,608,0,13892
【明朗】月牙湾,52099977,8555,137,133,387,758,31,989,0,13766
【枪声音乐】逆战：Horizon,52099866,12636,84,75,244,221,7,488,0,12872
药水哥rap《艺术家》,52258795,13028,46,134,182,184,93,285,0,12721
【波澜哥】曹操（泪目慎入！！！高能！）,52269409,12008,112,107,213,547,17,824,0,11697
已虚奥特曼第二集,52337272,13283,207,64,146,253,78,430,0,11533
【洪世贤】日不落,51996333,8123,112,97,313,413,59,907,0,11433
每日亿遍，逐渐抑郁[不要认为自己真的很不错]我的三体罗辑都看抑郁了,52252825,12135,29,68,207,114,86,374,0,11133
超好听【猫和老鼠】Happier——marshmello（做了好久啊）,52177537,8996,83,99,246,396,9,721,0,10892
【五五开】光年之外,52082847,8244,131,83,270,231,27,526,0,10829
【王境泽】你的炒饭对我打了烊,52131935,9569,126,84,240,236,55,556,0,10808
【李永乐老师】BAD APPLE 世界上就没有我李永乐老师不会吹的曲子,52090954,9835,49,83,209,179,27,468,0,10750
【金坷垃】心如止水,52116069,7914,98,91,279,273,33,659,0,10700
FGO抽卡版-狂浪,52191944,6377,81,142,308,471,34,581,0,10447
【地下交通站】全员rap~谁是说唱冠军,52149493,10850,56,59,159,406,21,566,0,10226
【只狗】01：剑圣刘波VS大将卢本伟,52300105,8883,26,61,180,191,83,375,0,9757
【抽象全明星rap】包·药·川,52078029,9680,16,83,164,254,46,370,0,9708
王自如RAP唱的兴起，还给老罗打了个电话？,52055449,12321,63,60,62,216,23,335,0,9504
【孙笑川】一路向北（小川的小情歌系列）,52205741,9434,77,93,148,226,37,282,0,9337
【李永乐老师】handclap,52167690,10212,22,88,140,138,24,604,0,9100
【黄旭东】卫星在我心,52305007,6730,83,140,176,426,26,437,0,9041
【mea】当着小日向面打手冲的mea,52231962,10712,17,50,100,53,14,189,0,8542
加油妹新trap:《IG冲鸭》 G你太猛，季中冠军赛MSI加油鸭！ IG加油IG流批LPL加油冲鸭！,52074370,10245,58,26,122,74,6,341,0,8515
【刘醒X梁非凡】狂浪,52241821,7232,52,73,173,142,24,421,0,8374
【李永乐】这破站就没有我吹不出来的曲子！,52245567,8404,21,77,115,196,12,415,0,8136
【波澜哥】心如止水（哭的稀里哗啦）,52332768,5684,104,85,230,322,13,471,0,7826
[李永乐老师]U.N.李老师就是他吗？,52139492,7039,27,80,133,133,25,355,0,7666
【火影鬼畜第一话】佩恩买米,52232605,5832,42,63,239,284,62,484,0,7650
《非洲博士的愤怒》元首玩明日方舟,52154593,7025,188,127,96,107,51,234,0,7626
【鸡你太美】鲲鲲disco,52050340,30150,182,107,495,872,217,1507,0,7348
【李永乐老师】今天就讲讲课吹吹鬼畜,52057284,8891,34,50,61,89,11,264,0,7279
【五五开】Something Just Like This,52262914,5642,96,86,147,77,4,272,0,7259
【全明星】江南（灵魂P图）,52270554,4444,94,93,206,359,27,480,0,7094
【大片续集】鲲鲲在法庭上掏出了无限手套！？,52257560,5763,82,47,137,119,18,461,0,6841
漫威宇宙新的英雄 虚鲲博士的鸡美时间宝石,52124954,7956,30,35,89,47,28,224,0,6806
【狂浪-炉石鬼畜】炸弹！炸弹！,52111264,6726,12,68,93,299,12,356,0,6769
极乐净坤（摸茎狂魔）,52113535,4508,39,63,171,145,120,575,0,6590
【全明星】复仇者联盟 篇一,52215096,6780,61,35,105,78,26,246,0,6515
【明日方舟】有的人表面上是推进之王，背地里是亚瑟王,52303862,8772,9,44,47,40,20,123,0,6207
【剧情向】UP主大战全明星第一集,52253291,6300,62,52,101,97,10,285,0,6088
拥有价值百万的口红是啥神仙体验？突袭李佳琦的家,52156625,515786,5451,1968,15334,8478,4847,19545,0,585706
淘宝上同款不同价的衣服有没有差别？？40、80、200元的同款一样吗,52144686,311137,735,899,1700,1446,297,4146,0,234124
【你为什么总是减脂失败?!】新手常犯的7个错误!(新手必看).3个月减35斤的经验总结.,52200838,146785,967,1889,7146,8652,833,7938,0,224865
小猪姐姐！！王祖贤港风妆容～～,52252558,131124,2506,805,4737,3464,271,7149,0,168405
【一花】母亲节第一次给老妈化妆 / 化妆的力量不分年龄,52077463,81240,3433,1034,4901,12550,351,12070,0,145252
【字幕】猛料！美妆博主Tati手撕JamesCharles宣布分道扬镳！真是现代农夫与蛇的故事！,52127986,163072,649,641,1982,535,490,2583,0,144574
【ztalk】几百块的球鞋竟有几千块的效果！10000名小姐姐送礼的最佳选择~,52016994,143921,5398,1296,2204,6804,1149,7335,0,143578
【中字】BOOM!J姐耗时数月在家中打造的梦幻衣橱参观之旅,52111780,126246,1522,310,3617,747,1407,3821,0,140798
【BG古惑女字幕】中字熟肉 Tati手撕JamesCharles.. BYE SISTERS,52117946,111442,1664,931,3308,1647,606,3919,0,135319
法式甜心初夏穿搭LOOKBOOK！,52122012,101488,405,479,4199,3263,323,6029,0,134453
【Hania】从零开始选化妆刷 套刷|单只?不同价位的推荐 毛与形的用途 了解使用习惯,52208905,58414,3389,1357,4417,4428,290,4803,0,122383
画一个机械人偶妆,52079227,99344,790,756,2070,3636,121,7370,0,109585
破万！价超5位数生日礼包福利分享 & 我脱单啦！【TreeTree吴】,52151761,45390,7392,5727,2594,7380,716,7491,0,106302
国货吐槽&种草，测评日记拔草版，咱也不敢说233,52075946,104144,1760,318,5533,529,17,3189,0,102683
【健身科普】中文字幕丨健身男性必看：睾酮素高的14个特征——10益处/4副作用,52047042,85586,336,436,2518,344,300,612,0,99181
「寡姐清纯+霸气仿妆」［@仇仇－qiuqiu］,52157560,79290,692,370,2397,2671,252,5721,0,92041
【易烫】手动修复王祖贤少女妆容+隐藏法令纹小tips,52150794,63965,1031,505,2379,1363,87,3541,0,85876
【奈酱美瞳试戴】渣女灰！Bebebest新品首测！复古暗黑眼！舒适度逆天！,52113898,49815,1461,917,2498,936,62,1610,0,83823
【十音】男装初体验·大明少年丨锦衣夜行,52269744,72117,1461,835,1682,5320,244,9190,0,82039
【VLOG】不用出国了！！广州最大奥特莱斯！！从早逛到晚！！,52184601,64400,667,525,1851,3369,810,2483,0,77702
【VOGUE】9位模特哭诉模特行业体重和身材管理的巨大压力@柚Fashion,52289812,75115,388,608,1301,167,107,1226,0,77207
「大胸肌」打造指南,52213608,41330,225,234,3018,1500,179,1753,0,75111
【echo】GRWM| 520妆容第一弹——韩式清透水光斩男妆,52046878,79770,1102,598,809,835,28,2928,0,71353
【肉丝】Hey Siri ，今天我们穿什么？吐血一周穿搭合集,52218564,79154,123,259,1247,921,142,1245,0,71166
【懒鱼】小裙子合集2.0来辣｜30元至百元买了些什么裙子呢｜巨平价店铺探店｜什么风格的裙子都有,52227396,50055,3163,924,1672,2658,98,2676,0,69970
【整形必看】扫雷整容陷阱！深扒贷款整容，医美咨询师到底是什么存在,52115732,54877,1131,755,1539,3995,286,4736,0,69560
【吉阿星】《西游记》之孔雀公主仿妆！戏精上身大型假唱现场,52144491,60476,1621,633,1379,6752,121,7519,0,68926
全程高燃！叫我一声大哥我教你画百鬼丸~,52081108,43926,768,320,2300,2249,168,5095,0,67652
【lolita】【四位数的lo裙可以有多好看？】古典玩偶家暗香op开箱试穿测评/为什么古偶可以这么贵！,52149883,61330,479,343,1356,2018,193,2803,0,64636
JamesCharles，一个道歉就会呼吸困难的男孩,52155786,99199,757,606,209,220,247,811,0,63805
近期我爱的裙子合集分享|新旧单品搭配渡过春夏交替时节,52050515,71938,447,278,1050,1187,84,2678,0,63366
【卡卡会发光】一代女装大佬成功逆袭画出史上最娘最A的妆,52053358,62532,745,339,1175,1081,49,3894,0,62875
"Zoey接受魔鬼问题采访,惨叫连连 | 怀疑人生、健身的意义【周六野】",52105739,76277,434,481,546,1291,35,5304,0,62035
春季top10大赏【非买不可逃不掉版】,52225205,56312,3367,792,1072,2299,34,3868,0,61567
【兔爹】2019年度最好用粉饼实测！！没有饼可以超越它！！！！,52298908,61549,802,484,798,921,187,2448,0,57938
肿眼泡单眼皮内双的福音-双眼皮贴+假睫毛保姆级教程,52137288,24006,254,324,2474,845,64,1336,0,56989
2019年被低估的鞋——关于一个发生在伦敦爱情故事,52084135,55537,1223,421,865,3432,87,3216,0,55006
【fafa】胸大妹子的法式穿搭,52306457,50239,241,280,1169,1198,77,1752,0,54138
【露露黄了】拯救烂脸 | 史上最全刷酸攻略赶紧收藏！烦人的黑头闭口痘痘拜拜啦~,52157064,28996,2120,592,1691,2356,230,2947,0,51761
只要你活着就必须会做的一件事,52278796,28885,498,370,1891,2857,140,2843,0,51759
【扣子】凶姐姐妆 | 一个有点丧的GRWM,52161880,49826,1277,554,722,1914,26,2947,0,50979
杏色雾霾妆+穿搭 |陪我准备入夏妆容 |每日妆容穿搭4 |Ruby幼熙,52101209,45741,440,111,1358,1343,877,2171,0,50922
夏日元气少女穿搭|夏季最好穿平价单品T恤|百搭短裤|裙子吊带连体裤套装啥都有|,52075858,40154,334,243,1446,875,46,1478,0,49967
【毛蛋】我被控制了？？Vlog/5：粉丝pick我的一天~,51988526,60749,871,241,331,389,12,2673,0,47786
Zoey✨三四月购物分享|Spring Shopping Haul,52127913,43753,6395,483,728,1774,31,2840,0,47449
近期超大型购物分享丨这些钱花的值！精细挑选超多平价好用彩妆！但是竟然还有贵价雷品！,52123487,27791,1072,682,1315,2133,77,2198,0,46518
迈阿密时装周泳装秀，热情奔放，给你视觉上的碰撞,51958719,50189,86,35,959,35,15,181,0,46490
【爱用物】15元好用到哭！宿舍的秘密//油头的救星//我的爱用物分享,52062633,28877,1733,876,1170,725,14,1150,0,46084
性价比最高的入坑Dunk！学生党夏日必备鞋款,52174205,60488,425,299,369,528,14,889,0,46042
【Lydia】永野芽郁仙女哭泣妆|只用腮红|超简单妆感通透|看新一代戏精的哭戏,52220143,33933,388,211,1425,976,59,2116,0,45924
【月黑】诡异美！她有7只眼睛！Camp主题化妆教程/19MetGala妆面/Ezra Miller仿妆/有7只眼睛是怎样一种体验?,52238886,34098,216,265,1368,1875,161,2701,0,45365
【answer824】南京最多人参与的发售现场，aj1 ts 冲不冲,52176588,58163,255,267,296,917,201,1408,0,44239
【期】汉服搭配什么鞋好看又好穿？分享我用脚得出的挑鞋经验！五双我的汉服鞋分享～,52123692,33290,156,333,1123,546,57,1955,0,42422
俄罗斯  99年少女模特Dasha Taran，这长得也太漂亮了吧,52174383,35769,71,87,1233,149,44,412,0,42282
我总共减了多少斤？减脂好物推荐！ by青云红衅,52261605,45491,212,193,738,247,28,855,0,41817
【酒栗】美妆博主收入账单公开！十万粉丝奖牌开箱纪念,52157382,30499,1609,659,914,3998,52,5307,0,41179
干货收藏向/下腹顽固脂肪怎么减/平台期怎么突破/减肥成功反馈鼓励向视频~/普通话,52272275,27919,64,162,1430,356,30,617,0,41157
女装 | 12条夏日超美貌连衣裙分享~ | 159cm | 淘宝/穿搭/夏装/种草,52078817,44131,294,207,757,221,28,688,0,40850
